State,Account_length,Intl_plan,Voicemail_message,day_call,day_charge,eve_call,eve_charge,night_call,night_charge,intl_call,intl_charge,CS_calls,Churn
WY,107,No,31,45,27.25,70,18.83,109,11.77,1,1.51,1,0
WY,127,Yes,28,117,16.3,131,13.56,132,6.88,3,2.81,1,0
WA,78,No,0,77,23.92,114,16.59,107,11.38,5,3.16,0,0
RI,176,No,0,108,42.65,100,14.57,85,6.69,6,2.59,2,0
AL,96,Yes,0,117,34.1,120,24.61,95,4.42,5,3.02,2,0
WV,11,No,38,130,35.67,84,16.71,79,10.49,7,1.89,1,0
WV,48,No,34,70,33.66,121,23.26,71,9.81,4,2.05,1,0
UT,47,No,37,150,19.18,97,20.73,112,8.04,6,3.56,2,0
IL,89,Yes,19,114,19.14,132,22.24,116,5.56,2,3.0,0,1
MI,83,No,26,117,38.49,97,19.95,82,6.01,7,2.92,1,0
WI,126,Yes,34,118,41.63,105,18.67,136,9.49,6,2.62,4,0
ND,60,No,0,99,34.54,131,20.04,112,10.12,6,4.08,2,0
VT,122,No,0,115,23.24,137,20.66,110,8.5,4,2.32,0,0
WA,136,No,0,97,25.94,85,17.76,99,5.36,10,1.35,1,0
NC,172,No,47,102,46.73,118,15.86,123,11.03,2,2.38,1,0
ME,102,No,0,116,33.27,87,17.77,73,9.05,3,2.24,1,1
SD,113,Yes,0,82,34.73,115,16.05,97,6.27,7,2.48,1,0
WV,79,No,0,99,37.79,82,12.43,82,12.4,4,2.4,3,0
ID,55,No,8,104,37.83,94,14.58,114,16.99,2,2.62,1,0
GA,160,No,0,105,29.63,107,14.56,131,9.94,2,2.24,0,0
FL,110,No,0,110,41.23,140,13.8,86,8.28,3,2.11,4,0
CO,192,No,0,101,37.67,50,24.24,83,7.53,6,3.43,4,0
NV,93,No,0,100,19.43,103,18.79,88,5.68,9,2.94,0,0
IN,101,No,33,137,37.35,94,15.88,113,8.3,2,2.57,2,0
VA,77,No,0,136,24.63,115,12.86,73,11.36,3,3.32,2,0
UT,105,No,40,111,40.21,110,9.95,115,9.95,3,2.19,2,0
UT,133,No,44,80,29.58,113,17.8,87,10.08,7,3.81,2,1
MO,131,No,0,95,18.62,48,28.23,108,11.64,7,1.78,1,0
CT,106,No,33,120,13.87,85,20.03,113,6.79,4,2.67,1,0
HI,118,No,0,113,22.68,92,10.29,129,11.46,4,1.59,1,0
MD,125,No,0,94,23.31,83,17.83,114,10.73,4,2.32,1,0
VA,95,No,0,88,33.49,68,16.18,104,9.54,8,4.35,0,0
MT,80,No,0,160,33.68,87,13.32,76,8.19,3,2.51,3,0
SC,145,No,0,78,6.72,106,22.47,90,8.36,6,2.7,0,0
CO,37,No,0,107,33.92,110,17.64,123,3.78,4,2.19,2,0
ID,87,No,0,93,26.66,68,18.34,77,10.05,6,2.05,1,0
AL,69,No,0,85,31.18,100,20.2,94,10.26,5,2.43,3,0
CO,83,No,0,120,22.51,101,10.34,84,8.9,2,2.32,1,0
UT,195,No,0,108,10.74,88,18.72,99,8.28,3,1.38,0,0
DE,67,Yes,35,59,30.79,116,18.35,106,9.73,4,4.56,0,1
OH,75,No,27,102,19.98,127,17.58,114,8.75,7,1.13,3,0
RI,123,No,27,79,37.18,78,13.89,116,7.82,1,4.05,0,0
FL,41,No,41,95,35.24,120,11.67,74,5.21,3,1.59,1,0
OH,75,No,0,99,25.6,83,25.63,104,7.14,5,2.19,0,0
MD,76,Yes,0,66,46.46,121,22.41,84,7.43,7,3.24,1,1
IL,86,Yes,0,120,45.24,92,15.47,103,9.29,4,2.78,1,0
PA,140,No,0,89,19.18,65,13.32,85,11.23,6,4.4,0,0
AZ,70,No,0,112,17.8,104,6.99,110,7.62,7,4.27,3,0
HI,118,No,0,122,43.04,78,17.09,108,8.79,7,2.62,2,0
NJ,66,No,16,92,29.7,105,19.73,98,13.74,2,2.4,1,0
WI,78,No,0,102,14.79,64,16.46,120,9.26,5,2.97,0,0
MD,129,No,34,79,34.77,113,11.29,117,8.55,9,4.0,2,0
OR,6,No,0,93,38.51,122,12.93,98,7.4,4,2.54,3,0
NV,107,Yes,0,91,39.8,105,13.86,100,12.71,3,2.7,1,0
AR,107,Yes,0,106,22.66,89,15.55,123,10.85,2,3.48,3,1
MT,138,No,0,87,22.76,110,14.14,139,8.71,3,4.16,1,0
CT,103,No,0,104,27.23,70,11.81,97,14.06,2,2.62,0,0
UT,116,No,44,94,39.2,103,19.05,76,10.98,2,3.0,0,0
GA,189,No,0,84,38.66,81,14.96,120,9.27,4,1.7,2,0
NV,161,No,0,120,12.38,120,22.7,91,10.01,2,3.19,2,0
TN,1,No,0,107,33.34,82,25.2,91,9.52,2,1.89,1,0
DE,89,No,0,110,33.51,115,14.1,106,10.23,3,3.46,1,0
NY,64,No,0,126,37.33,100,25.78,65,6.95,5,2.62,1,0
MT,126,No,30,90,26.08,97,12.87,97,6.92,4,3.46,4,1
IA,129,No,0,85,36.72,114,15.89,109,9.48,10,1.32,2,0
VT,128,No,32,136,37.89,80,22.27,101,8.61,4,2.92,0,0
MT,114,No,0,101,32.27,80,12.55,121,7.77,5,2.86,1,0
NH,50,No,0,102,26.3,108,25.33,95,9.46,3,3.0,0,0
WV,86,No,0,104,23.19,110,17.21,86,10.38,1,3.11,3,0
ID,96,No,0,86,28.99,88,23.59,117,7.31,6,3.29,1,0
WV,57,Yes,17,94,40.21,94,13.86,117,10.65,3,3.29,2,0
OH,65,No,0,117,26.16,122,18.71,147,12.62,3,2.3,2,0
MD,136,No,0,74,42.91,81,14.27,110,11.17,3,2.89,2,0
MN,116,No,0,84,33.64,113,14.29,145,10.79,6,3.24,1,0
NE,93,No,0,74,25.91,88,23.34,120,11.35,5,1.78,3,0
MN,142,No,40,105,40.36,93,14.95,110,9.46,3,2.48,3,0
NY,92,No,0,82,45.15,75,15.36,113,9.5,2,2.32,1,0
HI,70,No,0,91,33.54,81,25.99,105,7.69,6,1.81,1,0
MO,22,No,14,100,33.85,103,18.85,91,2.96,1,1.13,1,0
NV,37,No,0,114,39.73,109,17.67,101,9.57,2,3.24,2,0
MA,51,No,0,99,31.13,107,13.61,121,14.03,3,1.89,1,0
NH,174,No,0,96,23.7,108,12.19,107,10.13,5,2.7,2,0
UT,68,No,0,112,36.36,100,22.14,97,10.52,3,2.27,1,1
FL,130,No,0,70,35.21,115,17.01,100,8.74,2,3.35,1,0
CT,134,No,0,91,30.12,105,19.44,113,8.74,3,2.4,2,0
KY,108,No,35,136,28.87,101,14.76,105,9.66,7,2.57,2,0
NM,103,No,0,83,29.5,65,20.77,66,9.97,2,2.62,3,0
ND,62,No,0,100,27.18,99,14.64,109,11.84,4,1.51,1,0
NV,162,No,0,89,19.57,111,16.73,98,9.56,3,3.08,2,0
ID,42,No,0,108,15.67,120,17.95,73,5.81,6,3.54,1,0
OK,155,No,23,112,41.46,106,11.31,123,9.62,11,3.62,2,0
IA,36,No,0,94,19.91,117,20.01,108,9.96,2,2.43,0,0
OH,143,No,0,99,37.96,128,14.2,84,9.14,4,1.22,0,1
IA,81,No,0,141,44.44,102,18.33,96,12.23,6,2.16,1,1
DE,138,Yes,0,104,7.91,114,15.81,95,7.54,4,2.59,4,1
CA,103,No,18,84,25.48,84,14.53,112,7.72,7,3.11,0,1
WY,127,Yes,0,102,41.17,80,19.22,96,11.34,5,3.75,2,1
OR,136,No,0,99,44.1,125,14.68,78,13.22,6,2.89,1,1
ME,99,No,0,102,37.81,89,15.79,81,10.7,8,3.24,2,0
AR,95,No,0,79,11.8,109,16.22,102,9.9,5,2.4,0,0
ME,118,Yes,21,122,26.61,125,17.78,81,7.14,3,3.0,4,1
WV,113,No,0,111,10.4,88,7.85,114,8.88,3,3.7,5,1
PA,128,Yes,0,112,41.68,101,8.63,116,6.85,5,2.89,0,0
HI,117,No,0,100,17.39,104,11.49,93,8.99,10,4.24,3,0
MT,48,No,36,92,39.25,121,14.25,87,12.15,4,2.05,3,0
DC,81,Yes,0,105,38.66,120,17.98,113,11.62,3,3.21,0,0
MS,140,No,0,98,27.64,109,17.53,66,6.37,2,2.21,1,0
OH,107,No,38,92,37.3,73,15.34,91,4.68,1,2.97,2,0
MO,56,No,0,111,23.32,119,14.1,72,8.2,4,3.86,1,0
TX,159,No,0,103,14.91,97,23.65,93,7.68,10,2.84,1,0
MD,102,No,0,80,46.09,133,14.62,105,7.61,5,2.78,1,0
SC,106,No,0,106,8.87,113,18.71,95,5.05,2,3.08,2,0
MI,225,No,0,106,28.12,109,23.26,93,9.45,3,2.35,0,1
CO,86,No,0,93,37.03,95,18.25,70,10.29,7,3.05,0,0
ID,169,No,0,79,40.07,85,11.64,97,9.94,10,3.59,1,0
AZ,122,No,22,92,34.77,121,11.87,103,9.23,5,2.32,2,0
MN,52,No,32,68,22.12,77,21.01,87,13.02,5,3.65,2,0
DE,79,No,34,100,17.63,78,20.09,102,11.55,4,4.0,2,0
MI,135,No,0,91,40.78,104,15.05,118,9.77,3,1.59,2,0
CA,37,No,0,69,32.49,113,10.98,117,9.34,1,3.48,0,0
MN,161,No,39,76,37.15,94,9.58,121,9.23,4,1.97,1,0
CT,123,No,0,126,21.88,94,10.0,132,8.93,5,2.92,0,0
WV,80,No,38,69,40.22,68,16.79,102,9.43,10,2.57,2,0
WV,94,No,0,113,14.6,91,19.27,110,12.58,16,4.21,0,0
NE,105,No,27,96,24.0,94,14.25,101,12.35,2,3.08,1,0
NC,73,No,31,104,33.05,84,14.96,110,10.35,3,3.11,0,0
NE,112,No,0,100,28.49,90,13.13,107,12.66,3,4.67,2,0
IL,179,No,0,134,39.87,94,13.96,72,8.61,4,1.65,1,0
MA,57,No,0,78,26.21,85,16.72,97,11.41,9,2.73,1,0
AZ,127,No,14,99,24.34,91,14.44,77,9.97,1,3.13,1,0
SD,122,Yes,40,80,36.79,90,21.22,99,8.37,4,3.43,1,0
MT,33,No,35,85,27.52,82,12.85,131,8.59,2,2.3,1,0
VT,94,No,0,90,20.18,57,17.43,100,7.75,6,2.81,3,0
UT,100,No,0,123,30.45,132,16.71,116,8.4,10,2.75,1,0
HI,106,No,0,97,25.14,99,17.79,80,7.29,5,2.38,2,0
DC,148,No,38,110,35.56,73,9.91,105,4.93,4,4.46,2,0
WI,120,No,29,140,41.53,89,27.4,83,7.51,6,2.86,0,0
UT,91,No,34,96,29.8,122,22.3,76,6.48,11,1.51,1,0
WA,86,No,0,92,25.59,95,10.23,96,12.2,2,2.43,1,0
SD,78,No,25,73,33.56,113,25.13,73,9.53,2,3.56,0,0
MT,94,No,0,136,27.8,111,12.21,82,11.4,5,3.4,1,0
NJ,85,No,0,93,40.27,113,16.8,78,13.91,7,3.08,2,1
CT,89,No,0,77,13.99,80,14.21,70,8.76,4,1.94,1,0
VA,128,No,0,111,36.72,115,13.06,74,10.22,4,3.43,1,0
NC,115,Yes,0,119,30.6,126,16.9,70,9.77,3,3.35,1,0
AK,76,No,0,55,24.43,108,14.71,95,10.76,6,1.57,1,0
MD,75,No,39,107,33.69,132,23.83,73,5.83,7,3.05,1,0
ND,82,No,29,77,27.85,112,11.47,95,3.57,2,2.38,2,0
IN,87,No,0,113,32.22,100,17.42,93,9.98,3,3.62,1,0
MI,115,No,26,110,26.38,133,19.63,100,11.77,4,1.22,0,0
AR,99,Yes,0,102,41.19,102,29.83,93,7.34,3,3.05,0,1
VT,121,Yes,44,127,43.2,108,15.32,129,8.83,4,2.35,3,0
WV,54,No,33,90,19.04,112,17.68,83,6.76,4,3.05,2,0
CT,95,No,0,113,33.73,144,20.05,99,14.65,3,2.73,0,0
OR,163,No,25,99,37.33,99,17.88,88,10.92,8,3.73,2,0
VT,57,No,0,96,28.83,112,19.95,83,12.84,4,3.02,0,0
RI,104,Yes,0,73,27.27,103,24.98,90,13.8,5,3.4,4,0
RI,83,No,20,89,16.15,92,14.27,79,9.03,2,3.02,0,0
NM,141,No,0,87,27.22,120,21.82,107,12.15,1,1.89,2,0
AL,95,No,0,114,33.08,106,19.79,92,7.8,2,1.03,3,0
MT,184,No,0,73,40.19,120,24.42,94,8.64,4,3.73,1,1
CT,74,No,0,95,26.71,36,18.11,77,12.62,3,2.05,2,0
TN,67,No,0,125,30.57,86,14.72,97,12.28,4,2.94,0,0
ID,104,Yes,0,108,25.19,113,13.75,103,11.67,4,2.97,0,0
NH,149,No,0,88,20.26,110,14.31,119,9.21,6,3.29,4,1
ND,154,No,35,102,38.08,99,16.32,100,7.34,2,2.59,0,0
SC,138,No,21,149,3.32,109,11.98,111,8.09,1,2.13,0,0
KS,117,No,0,83,31.42,101,21.13,113,5.99,8,2.59,1,0
ME,130,No,0,140,29.97,104,17.09,123,7.29,5,3.05,1,0
RI,73,No,0,115,41.09,133,14.32,122,7.64,2,3.0,2,0
WI,100,No,38,121,38.2,131,24.99,61,13.05,6,2.65,0,0
NC,149,No,0,115,35.24,82,16.86,83,5.13,4,2.32,1,0
OH,29,No,0,81,33.46,110,14.28,98,5.97,7,3.43,2,0
WY,131,No,0,74,18.85,90,9.83,114,8.57,9,4.27,1,0
NJ,153,No,0,145,20.83,103,23.23,71,8.9,3,2.16,2,0
ND,84,No,0,144,38.57,122,17.14,121,5.86,5,3.56,2,0
WI,133,No,0,65,31.79,128,12.02,108,10.72,8,2.7,2,0
NY,87,No,0,101,34.82,80,13.69,89,12.86,3,2.57,0,0
MO,72,No,0,114,28.2,97,20.05,120,9.45,5,3.24,2,0
MN,65,No,29,104,26.88,81,27.39,96,9.45,6,2.4,1,0
CO,74,No,0,93,38.28,120,18.28,95,10.88,2,2.46,2,0
MD,116,No,0,79,27.1,88,15.26,71,7.55,2,2.62,6,1
AR,68,No,0,95,29.36,90,11.82,99,7.84,1,3.16,2,0
TN,68,No,0,99,37.88,85,14.94,111,9.09,3,2.97,3,0
DE,54,Yes,0,77,36.4,94,20.44,75,8.5,3,2.73,1,0
WI,107,No,0,104,22.78,94,14.83,79,14.0,3,1.97,3,0
MN,173,No,0,143,49.61,134,18.22,119,6.8,2,2.67,0,1
MO,110,No,0,94,37.86,98,8.99,78,9.67,4,3.65,1,0
VA,102,No,0,79,29.67,136,20.13,110,12.17,5,2.3,0,0
OK,91,No,31,78,46.41,98,18.32,114,4.71,2,2.59,1,0
CT,64,Yes,0,134,38.3,87,9.2,132,6.28,9,4.67,1,1
TN,176,No,23,130,48.14,74,13.82,104,8.0,6,1.94,1,0
WI,84,No,12,87,15.25,73,11.78,114,7.46,2,2.89,1,0
SD,138,No,0,102,21.61,106,21.05,75,9.35,3,1.35,3,0
ND,101,No,28,132,18.0,107,19.69,120,12.66,5,2.89,1,0
VA,136,No,0,79,24.19,113,13.43,75,7.99,11,1.62,2,0
UT,111,No,0,80,32.52,94,11.77,107,11.07,3,1.73,2,0
MA,132,No,36,93,34.32,75,13.29,92,5.91,5,3.7,0,0
SD,128,No,0,91,42.04,60,15.53,112,6.44,2,3.97,3,0
AL,92,No,38,96,41.17,144,13.57,108,9.45,1,2.4,1,0
AL,197,Yes,0,80,21.64,115,18.9,95,7.83,5,3.7,5,1
SC,99,No,33,93,30.45,102,20.26,96,7.46,1,2.86,2,0
FL,106,No,31,125,33.56,110,10.49,101,5.2,4,3.32,3,0
UT,78,No,0,85,32.83,105,14.63,119,5.83,1,2.75,0,0
NY,98,No,0,99,29.19,87,14.86,130,8.53,6,2.11,1,0
MS,17,No,35,123,33.75,74,23.0,130,9.45,10,2.19,1,0
NH,56,No,24,87,20.69,76,15.64,98,12.0,3,3.43,1,0
VA,84,No,0,105,22.13,60,23.63,74,13.74,6,3.78,2,0
VT,95,No,0,96,34.58,61,14.33,105,7.79,3,3.7,2,0
NV,76,Yes,0,120,40.97,96,19.7,67,9.91,1,2.67,1,1
WV,93,No,0,95,24.09,100,18.79,71,10.22,3,2.75,0,0
WA,83,No,0,96,22.92,78,14.21,123,7.27,5,2.08,2,0
KS,123,No,0,119,27.73,51,21.2,77,7.57,10,2.43,1,0
VT,64,No,0,116,24.74,110,19.41,91,12.3,8,2.4,1,0
OK,82,No,0,73,56.07,120,17.71,102,12.02,6,2.86,0,1
CO,110,No,0,93,22.42,106,23.18,105,8.68,4,1.92,1,0
TN,47,No,30,93,33.42,140,20.52,118,10.17,4,3.48,2,0
KY,115,No,0,107,16.95,96,12.33,99,6.72,4,3.81,2,0
PA,69,No,0,88,24.41,86,12.05,83,8.73,5,2.92,3,0
CT,90,No,0,80,6.43,105,13.2,111,7.88,5,3.83,3,0
MN,98,No,0,107,12.38,103,15.84,110,7.89,4,2.84,3,0
WY,90,No,39,89,16.12,91,18.62,65,8.88,5,3.08,1,0
PA,174,No,15,143,37.71,115,17.9,109,9.98,9,3.35,1,0
PA,79,No,0,114,45.61,111,15.77,88,11.91,7,1.7,1,1
VT,99,No,0,75,19.64,111,18.54,98,11.47,7,3.11,7,1
ID,114,No,0,100,34.36,102,16.63,120,13.13,5,3.59,2,0
PA,141,No,0,113,36.65,81,17.05,107,6.92,6,3.35,1,0
NM,132,No,0,107,28.88,121,17.8,79,9.27,2,3.11,1,0
FL,133,No,0,85,34.29,116,14.4,80,12.88,4,1.62,0,0
TX,133,No,0,133,37.59,140,13.62,84,7.28,3,2.27,4,0
VT,93,No,32,117,37.18,61,9.78,85,8.67,5,2.54,2,0
OR,140,No,0,108,20.45,84,20.43,74,9.74,3,2.08,4,1
FL,144,No,0,95,47.35,90,20.46,90,5.4,5,3.13,1,1
ID,24,No,29,105,40.17,114,16.22,105,5.81,2,1.94,3,0
MD,54,No,0,113,46.55,156,10.17,117,12.04,3,3.16,1,0
WV,50,No,0,129,22.29,94,13.64,88,9.31,9,1.51,5,1
ID,92,No,23,83,28.46,129,21.98,110,5.24,3,3.02,4,0
NV,96,No,0,68,33.61,53,21.29,67,8.15,3,2.84,3,0
SC,102,No,0,73,29.67,114,18.16,116,7.41,5,2.78,4,0
NE,99,No,0,66,34.0,104,9.17,82,10.52,2,3.08,3,0
ME,36,No,25,110,25.98,67,20.64,74,6.63,2,2.46,1,0
MI,70,No,0,102,22.08,133,17.74,93,10.41,3,3.86,1,0
AZ,109,Yes,0,85,45.63,131,12.8,84,13.41,8,2.62,2,1
AZ,100,No,0,152,32.05,115,12.61,88,8.09,5,4.1,2,0
MA,80,No,0,123,25.47,75,23.49,75,10.86,7,2.94,2,0
SC,100,No,0,87,19.7,56,9.46,77,7.66,4,1.92,1,0
WV,50,No,0,108,22.39,103,18.4,126,8.82,5,2.97,1,0
MS,105,No,0,48,17.24,119,13.52,53,11.66,2,3.29,1,0
VA,113,No,23,104,25.33,67,20.04,76,9.08,5,2.57,4,0
MS,111,No,36,123,16.46,105,14.5,85,7.47,4,3.62,2,0
NM,161,No,0,121,18.28,46,21.79,131,11.12,3,3.4,2,0
TX,70,No,0,95,39.58,111,25.79,104,11.5,7,3.48,0,1
HI,97,No,43,105,20.59,115,22.12,100,10.01,5,2.24,3,0
WA,130,No,0,70,21.13,99,23.01,83,10.78,6,0.95,0,0
WI,92,No,0,101,26.81,100,25.38,99,9.76,3,3.73,1,0
CO,119,No,0,68,21.13,88,17.6,93,7.08,1,4.0,0,0
NV,115,No,0,125,48.69,74,17.48,141,8.61,6,1.86,1,1
VA,127,No,25,91,29.41,64,20.89,99,13.5,3,1.3,0,0
ND,153,No,31,130,37.15,103,11.41,105,5.35,6,2.54,0,0
HI,79,No,0,124,7.12,95,17.94,55,10.71,5,3.08,1,0
ND,35,No,0,87,44.34,78,21.94,123,5.91,2,1.57,1,0
MN,68,No,0,94,38.54,129,14.31,117,8.49,1,2.75,0,0
DC,60,No,0,147,30.48,89,17.76,98,11.17,6,3.65,1,1
MT,71,No,23,82,29.87,136,22.01,154,12.08,7,3.81,1,0
WV,124,No,0,107,26.76,112,14.26,102,8.5,3,2.38,3,0
ME,23,No,0,74,19.23,95,14.35,126,11.83,2,1.86,1,1
WY,225,No,0,142,31.06,63,20.95,103,9.81,2,2.38,1,0
NY,181,Yes,0,83,27.42,83,10.57,98,11.79,3,3.81,0,1
VT,63,No,0,92,24.23,102,17.71,120,10.3,2,2.03,2,0
NC,54,Yes,0,108,32.39,108,22.07,111,6.37,2,2.62,2,1
MO,80,Yes,15,110,27.08,120,14.5,82,6.35,5,3.21,1,0
NC,118,Yes,39,106,26.15,111,10.48,103,5.3,6,2.48,1,0
NJ,42,Yes,0,127,30.72,94,14.84,114,7.44,6,3.24,2,0
OH,134,No,0,105,34.46,90,19.12,108,11.43,7,3.27,0,0
TX,66,No,35,100,32.44,93,22.21,108,9.43,6,2.4,0,0
WA,66,No,0,102,34.87,109,19.78,95,11.7,6,2.48,2,0
TN,127,No,28,124,40.05,113,20.13,127,10.85,2,2.08,1,0
HI,146,No,0,77,32.18,128,13.25,83,8.37,3,2.0,0,0
WY,93,No,42,101,28.37,84,23.22,106,7.69,1,3.11,1,0
CT,77,No,0,87,41.68,83,21.6,91,10.77,4,2.03,0,1
NM,111,No,0,125,22.54,67,18.79,101,5.76,2,3.43,4,1
AL,115,No,14,86,32.69,90,7.54,120,10.32,3,2.84,2,0
MN,115,Yes,0,110,20.74,100,18.72,124,8.09,2,2.92,2,1
NC,114,No,0,101,32.81,81,21.25,79,6.0,2,2.59,2,0
OH,106,No,0,112,26.96,114,18.7,106,11.38,3,2.46,0,0
CO,59,No,0,92,26.11,88,17.47,89,5.15,10,3.38,1,0
ND,87,Yes,40,79,37.67,74,13.35,124,10.01,3,3.11,1,0
NY,21,No,0,81,41.6,117,14.28,87,12.67,1,1.78,1,0
WI,142,No,24,103,40.77,65,24.3,106,11.55,4,2.57,0,0
OR,149,No,0,83,41.23,97,20.86,80,9.88,3,2.7,3,1
CO,54,No,39,82,19.99,60,13.53,113,10.64,10,3.05,2,0
PA,88,No,0,76,37.09,60,14.39,99,6.35,1,2.16,1,0
IL,85,No,29,97,24.58,102,11.9,148,7.44,3,2.94,1,0
DE,51,Yes,0,108,26.11,85,19.8,92,9.64,4,3.81,0,1
MO,45,No,29,104,23.09,101,18.91,92,10.6,6,2.13,2,0
OH,146,No,31,91,34.43,108,20.52,77,7.63,2,2.11,1,0
WI,63,No,34,119,25.87,91,19.3,103,8.81,5,3.32,1,0
OH,72,No,0,111,23.61,102,17.99,91,8.08,3,2.92,1,0
TN,130,No,0,102,21.59,107,17.59,99,10.43,6,1.65,0,0
SD,97,No,0,87,28.66,105,22.03,123,12.59,4,1.97,1,0
NY,54,No,0,73,48.72,108,18.97,107,9.17,5,3.11,1,1
GA,160,No,29,121,27.98,108,22.34,131,5.57,4,4.1,1,0
TX,79,No,0,90,24.48,91,11.54,129,9.56,4,3.51,1,0
WV,92,No,47,95,24.07,130,17.67,95,9.16,11,2.75,0,0
MI,59,No,0,65,34.73,123,21.02,94,9.66,4,3.24,1,0
ND,132,No,0,80,27.74,90,14.25,90,3.94,10,1.67,1,0
SD,93,No,0,103,29.94,130,16.97,96,11.88,6,2.3,2,0
NJ,147,No,36,78,43.21,105,19.39,125,4.41,7,3.73,5,0
AK,101,No,0,105,29.73,75,22.27,93,9.45,5,2.3,1,0
CT,125,Yes,0,118,31.84,111,13.66,112,11.87,2,2.59,0,1
CO,63,No,0,84,36.01,137,19.63,99,9.77,9,2.89,3,0
MD,107,No,0,102,41.12,117,10.79,92,8.35,6,3.16,0,0
MN,117,No,0,104,27.47,119,16.69,111,13.27,2,3.73,1,0
KY,124,No,0,103,32.98,116,20.49,153,10.24,5,3.21,0,0
NH,115,No,0,148,18.65,87,19.02,96,10.81,8,4.16,3,0
CO,156,Yes,0,119,47.09,106,20.26,96,4.25,3,2.24,1,0
KY,89,No,0,83,32.66,88,13.91,138,7.64,3,1.65,0,0
KY,72,No,0,147,33.73,121,18.44,125,5.08,4,3.54,0,0
OR,53,No,0,98,31.42,125,18.39,116,6.35,3,4.97,2,0
SD,116,No,0,119,28.53,123,12.07,128,8.58,4,1.97,2,0
DE,78,No,0,140,23.66,113,16.27,125,12.89,3,3.19,3,0
NE,56,No,0,84,20.67,115,14.05,95,10.98,2,2.4,1,0
OH,123,No,39,99,45.97,110,20.83,113,4.9,7,4.16,1,0
AR,116,No,23,78,43.01,121,11.81,104,12.5,3,3.19,2,0
WI,102,No,0,106,34.1,127,12.96,128,8.97,2,2.08,3,0
OR,95,No,0,96,28.49,89,14.96,113,11.29,6,3.62,2,0
VA,102,No,0,67,26.61,103,17.37,72,6.39,2,2.67,2,0
AR,89,No,25,140,36.57,69,16.78,117,7.29,10,2.86,1,0
CT,50,No,0,82,51.29,118,14.2,89,3.25,6,2.84,1,0
OH,93,No,42,90,25.89,102,22.74,130,12.01,5,3.05,7,0
WY,68,No,0,116,33.22,101,18.03,134,6.23,11,4.08,1,0
IL,70,No,0,97,35.48,83,23.42,122,8.21,3,2.16,2,0
MO,138,No,29,87,32.32,123,18.97,130,11.53,6,3.83,0,0
MA,112,No,17,95,31.14,125,21.49,95,7.05,3,2.62,0,0
NH,117,Yes,0,100,9.21,84,25.77,84,7.73,2,2.32,1,1
IA,1,No,26,115,35.36,113,15.73,144,8.0,9,2.19,1,0
AL,70,No,0,110,39.15,87,6.62,105,11.12,4,3.56,1,0
WV,52,No,21,119,33.27,95,9.03,94,7.08,3,1.43,2,0
NV,105,No,0,93,28.24,106,14.95,55,10.96,3,4.37,2,0
SC,77,No,28,117,23.1,102,20.78,74,9.34,3,3.11,4,1
NC,80,Yes,0,122,32.15,92,18.97,116,12.11,3,3.75,2,1
NH,120,No,43,117,30.24,70,14.88,117,7.26,4,3.11,1,0
WY,54,No,39,73,24.46,117,17.88,117,5.81,8,3.38,2,0
FL,148,Yes,0,138,25.19,123,13.57,62,8.88,3,2.32,2,0
PA,119,No,0,115,48.81,99,13.54,86,9.76,1,3.75,2,1
MO,85,No,0,96,28.19,141,16.15,116,6.48,3,2.94,5,1
KS,101,No,25,144,24.5,105,14.25,107,10.8,3,3.92,1,0
KY,172,No,0,85,29.33,71,21.51,113,9.97,6,1.59,0,0
DE,80,No,0,138,33.97,91,14.2,94,12.23,4,1.49,1,0
WI,67,No,0,134,18.55,76,12.1,86,4.1,5,2.94,2,0
CO,86,No,0,106,29.21,44,25.64,108,6.27,5,2.62,1,0
NM,107,No,0,101,37.79,111,24.31,117,11.22,4,3.27,1,1
DE,133,No,0,102,41.79,90,22.5,103,5.03,7,3.02,0,0
IL,116,No,0,110,27.98,103,23.0,109,10.37,3,2.16,0,0
WA,63,No,0,107,35.99,77,23.09,108,9.15,7,2.0,0,0
MA,119,Yes,16,103,25.02,96,13.61,120,8.28,2,2.08,0,1
OH,133,Yes,0,103,43.3,80,21.44,103,8.01,3,2.16,0,1
TN,94,Yes,0,113,28.92,94,23.1,78,4.98,4,2.35,1,0
MA,69,No,0,91,33.17,57,22.23,90,9.17,5,3.08,0,0
MI,146,No,0,83,25.38,130,15.9,100,6.74,4,2.13,7,1
NH,142,Yes,25,109,32.49,120,12.72,60,10.25,3,2.65,0,0
MD,123,No,0,115,35.17,86,19.07,60,8.88,2,2.24,3,0
MS,101,No,0,156,40.63,106,23.21,93,12.52,8,3.65,1,1
AZ,43,No,0,97,30.48,126,21.48,114,10.24,5,2.16,0,0
IN,69,No,0,91,31.5,88,18.62,107,10.96,5,1.49,0,0
NY,15,Yes,0,80,24.04,76,10.53,88,14.56,3,2.19,2,0
WV,67,No,0,131,25.93,107,21.45,104,8.34,3,1.32,2,0
NY,99,No,0,102,24.75,87,19.63,86,8.17,7,3.08,1,0
OK,46,No,0,116,27.91,153,16.68,119,10.62,1,2.19,1,0
NC,55,Yes,0,115,37.57,97,14.06,117,10.59,4,2.62,1,0
KY,39,No,0,126,50.22,117,19.73,123,9.2,2,3.11,1,1
TX,92,No,0,98,23.77,143,14.87,135,9.07,7,2.54,2,0
CT,56,No,0,99,27.59,78,12.67,115,11.5,1,4.0,4,1
